name,pr_deviation,estimated_seats,fptp_seats,disproportionality,efficiency_gap,efficiency_gap_FPTP,seats_bias,votes_bias,geometric_seats_bias,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_district_count,competitive_districts,average_margin,responsiveness,responsive_districts,overall_responsiveness,estimated_vote_pct,efficiency_gap_wasted_votes,proportionality,competitiveness,opportunity_districts,proportional_opportunities,coalition_districts,proportional_coalitions,minority,mmd_black,mmd_hispanic,mmd_coalition,reock,polsby_popper,cut_score,population_compactness,compactness,population_deviation,county_splitting,district_splitting,counties_split,county_splits,splitting
LA20C_I070K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038300,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851800,0.936900,4.170100,0.390800,0.281600,10,21,1.560800,2,5.121600,3,89,0,0,0,0.370200,0.210000,392,1436157.599900,38,0.001700,1.151900,2.126700,22,24,30
LA20C_I071K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038400,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851900,0.936900,4.170100,0.390800,0.281600,10,21,1.561300,2,5.121000,3,89,0,0,0,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I072K01N06_vtd_assignments.csv,0.255900,0.464300,0,0.313400,0.204200,0.281600,-0.016300,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105100,0.109100,1.839800,1.105100,3.869200,0.390800,0.281600,27,25,1.764900,2,5.095500,3,94,0,0,0,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I073K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I074K01N06_vtd_assignments.csv,0.182500,0.905200,1,0.239900,0.130700,0.114900,0.019300,0.003500,-0.047300,,0.006300,0.005900,0.000500,,1,0.715100,0.123600,1.302600,0.715100,3.196500,0.390800,0.119400,63,16,2.099300,2,4.714600,3,100,0,0,0,0.452500,0.265400,390,1564438.967700,61,0.001300,1.202600,2.332400,22,25,22
LA20C_I075K01N06_vtd_assignments.csv,0.277600,0.334300,0,0.335100,0.225800,0.281600,-0.041600,-0.007400,-0.005200,,-0.013700,-0.014400,0.000700,,1,1.109200,0.109900,2.119500,1.109200,4.067600,0.390800,0.281600,16,25,2.003700,2,4.888800,3,100,0,0,0,0.396300,0.234100,410,1555435.401900,46,0.003600,1.183900,2.341300,24,28,25
LA20C_I076K01N06_vtd_assignments.csv,0.185000,0.889800,1,0.242500,0.133200,0.114900,0.030400,0.005300,-0.049800,,0.008700,0.008000,0.000700,,1,0.658600,0.123800,1.190600,0.658600,3.219900,0.390800,0.119400,62,15,2.033800,2,4.767500,3,100,0,0,0,0.458900,0.269100,382,1558227.272400,63,0.001600,1.202500,2.365100,23,27,22
LA20C_I077K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038300,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851800,0.936900,4.170100,0.390800,0.281600,10,21,1.560800,2,5.121600,3,89,0,0,0,0.370200,0.210000,392,1436157.599900,38,0.001700,1.151900,2.126700,22,24,30
LA20C_I078K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I079K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038400,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851900,0.936900,4.170100,0.390800,0.281600,10,21,1.561300,2,5.121000,3,89,0,0,0,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I080K01N06_vtd_assignments.csv,0.255900,0.464400,0,0.313400,0.204200,0.281600,-0.016100,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105200,0.109100,1.840000,1.105200,3.869100,0.390800,0.281600,27,25,1.763300,2,5.096100,3,94,0,0,0,0.385800,0.219500,367,1430775.976200,42,0.001800,1.136200,2.066500,22,23,32
LA20C_I081K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I082K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I083K01N06_vtd_assignments.csv,0.255900,0.464400,0,0.313400,0.204200,0.281600,-0.016300,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105200,0.109100,1.840100,1.105200,3.869100,0.390800,0.281600,27,25,1.764500,2,5.095500,3,94,0,0,0,0.385100,0.223900,367,1430993.699200,42,0.001300,1.138600,2.112900,23,24,32
LA20C_I084K01N06_vtd_assignments.csv,0.287100,0.277500,0,0.344500,0.235300,0.281600,0.003600,0.000600,-0.016100,,0.005400,0.006100,-0.000700,,2,0.966600,0.108500,1.881100,0.966600,4.154200,0.390800,0.281600,11,21,1.251100,2,5.370600,3,82,0,0,0,0.396000,0.223800,400,1845540.787500,44,0.004300,1.165600,2.220900,22,25,28
LA20C_I085K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I086K01N06_vtd_assignments.csv,0.272900,0.362600,0,0.330300,0.221100,0.281600,-0.027900,-0.004400,-0.013100,,-0.005100,-0.005000,-0.000100,,1,1.063200,0.109100,1.897300,1.063200,4.024400,0.390800,0.281600,18,24,1.705200,2,5.114700,3,92,0,0,0,0.378600,0.216600,389,1432403.720500,40,0.000900,1.143400,2.116300,23,23,31
LA20C_I087K01N06_vtd_assignments.csv,0.207000,0.757700,1,0.264500,0.155300,0.114900,0.007400,0.001300,-0.039800,,0.001300,0.000800,0.000600,,1,0.990300,0.117300,1.661500,0.990300,3.421500,0.390800,0.120000,51,22,1.929500,2,4.800600,3,98,0,0,0,0.412000,0.239900,429,1558072.705100,50,0.002800,1.199200,2.373400,24,28,22
LA20C_I088K01N06_vtd_assignments.csv,0.283700,0.297600,0,0.341200,0.232000,0.281600,-0.044500,-0.007900,-0.002300,,-0.013900,-0.014700,0.000800,,2,1.047700,0.110000,2.078900,1.047700,4.123600,0.390800,0.281600,13,23,1.929700,2,4.879200,3,98,0,0,0,0.397100,0.246000,417,1554846.510300,48,0.002300,1.187700,2.330400,23,27,24
LA20C_I089K01N06_vtd_assignments.csv,0.257100,0.457300,0,0.314600,0.205300,0.281600,0.024800,0.003900,-0.031100,,0.006400,0.007000,-0.000600,,1,1.103300,0.108600,1.830800,1.103300,3.879900,0.390800,0.281600,26,25,1.483900,2,5.353700,3,87,0,0,0,0.413400,0.238200,365,1839941.855200,50,0.003600,1.148600,2.125200,21,23,30
LA20C_I090K01N06_vtd_assignments.csv,0.255900,0.464400,0,0.313400,0.204200,0.281600,-0.016300,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105200,0.109100,1.840100,1.105200,3.869100,0.390800,0.281600,27,25,1.764500,2,5.095500,3,94,0,0,0,0.385100,0.223900,367,1430993.699200,42,0.001300,1.138600,2.112900,23,24,32
LA20C_I091K01N06_vtd_assignments.csv,0.256200,0.462700,0,0.313700,0.204400,0.281600,0.029400,0.004500,-0.032000,,0.011600,0.012200,-0.000500,,1,1.098400,0.108700,1.809900,1.098400,3.871700,0.390800,0.281600,27,24,1.431300,2,5.405100,3,86,0,0,0,0.422900,0.236300,377,1839685.409100,52,0.002100,1.143400,2.149900,22,24,31
LA20C_I092K01N06_vtd_assignments.csv,0.280200,0.318700,0,0.337700,0.228400,0.281600,-0.042600,-0.007700,-0.003800,,-0.014100,-0.014900,0.000900,,1,1.089900,0.110100,2.118000,1.089900,4.091400,0.390800,0.281600,15,24,1.985400,2,4.873700,3,100,0,0,0,0.393600,0.240300,415,1556568.152600,46,0.002300,1.185400,2.348800,24,28,24
LA20C_I093K01N06_vtd_assignments.csv,0.255900,0.464300,0,0.313400,0.204200,0.281600,-0.016300,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105100,0.109100,1.839800,1.105100,3.869200,0.390800,0.281600,27,25,1.764900,2,5.095500,3,94,0,0,0,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I094K01N06_vtd_assignments.csv,0.271600,0.370600,0,0.329000,0.219800,0.281600,-0.027200,-0.004300,-0.013700,,-0.006800,-0.006700,-0.000100,,1,1.057200,0.109100,1.869100,1.057200,4.012200,0.390800,0.281600,19,23,1.726500,2,5.109800,3,93,0,0,0,0.385100,0.216000,378,1430941.334500,42,0.001100,1.142300,2.154200,24,24,31
LA20C_I095K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038400,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851900,0.936900,4.170100,0.390800,0.281600,10,21,1.561300,2,5.121000,3,89,0,0,0,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I096K01N06_vtd_assignments.csv,0.258700,0.447700,0,0.316200,0.206900,0.281600,0.016500,0.002600,-0.029200,,0.007400,0.008200,-0.000800,,1,1.114200,0.108500,1.872000,1.114200,3.894600,0.390800,0.281600,25,25,1.522300,2,5.337800,3,88,0,0,0,0.393700,0.218600,391,1849822.641700,44,0.002900,1.167500,2.188700,23,26,28
LA20C_I097K01N06_vtd_assignments.csv,0.164700,1.011600,1,0.222200,0.113000,0.114900,0.128700,0.021600,-0.069100,33.373700,0.035500,0.037800,-0.002300,-0.038100,0,0.060200,0.145700,0.174900,0.060200,3.034100,0.390800,0.123300,72,1,1.945600,2,4.774600,3,98,0,0,0,0.391700,0.206600,373,1884051.897400,42,0.001900,1.192300,2.287300,23,27,24
LA20C_I098K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I099K01N06_vtd_assignments.csv,0.255900,0.464400,0,0.313400,0.204200,0.281600,-0.016100,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105200,0.109100,1.840000,1.105200,3.869100,0.390800,0.281600,27,25,1.763300,2,5.096100,3,94,0,0,0,0.385800,0.219500,367,1430775.976200,42,0.001800,1.136200,2.066500,22,23,32
