map,reock,polsby_popper,cut_score,population_compactness,compactness
001392500,0.385200,0.174200,789,2330694.552700,36
001395000,0.385400,0.171700,741,2533934.182300,36
001397500,0.419600,0.225500,708,1883579.785900,50
001400000,0.381300,0.183400,753,2161513.338600,37
001402500,0.381400,0.205100,672,1937021.638700,40
001405000,0.409800,0.213400,714,2283516.701900,46
001407500,0.426400,0.204400,690,1922564.931000,48
001410000,0.407300,0.172400,790,2287235.501500,40
001412500,0.417300,0.193900,713,1930463.266100,45
001415000,0.402600,0.198700,649,1964811.499400,43
001417500,0.410700,0.195000,685,1971696.203700,44
001420000,0.382000,0.186000,751,1954107.403000,37
001422500,0.375700,0.176100,747,1914193.400100,34
001425000,0.400700,0.181300,659,1786682.474700,40
001427500,0.406400,0.174700,835,2020486.962700,41
001430000,0.396000,0.183500,706,2329340.240000,40
001432500,0.384000,0.191200,711,2026276.437800,38
001435000,0.381100,0.205300,714,1825934.074600,39
001437500,0.388200,0.172200,801,2273872.764400,36
001440000,0.377000,0.187000,706,1983713.474800,36
001442500,0.403900,0.177300,738,1887434.508400,40
001445000,0.409400,0.183600,672,1794624.016800,42
001447500,0.323800,0.172400,814,2282211.812200,24
001450000,0.334200,0.197500,659,2507324.649900,29
001452500,0.392300,0.193800,735,2104133.300500,40
001455000,0.377800,0.189100,699,1957849.240900,36
001457500,0.383300,0.199100,703,1725072.314600,39
001460000,0.376600,0.200400,678,1887011.930600,38
001462500,0.368100,0.145900,812,2441063.935800,29
001465000,0.356700,0.186200,725,1914566.032500,32
001467500,0.385700,0.171700,787,1935606.847000,36
001470000,0.408900,0.165300,755,2135194.234900,40
001472500,0.360700,0.183600,734,2215034.916600,32
001475000,0.415100,0.191800,720,2094749.074500,44
001477500,0.406600,0.206900,683,1852341.417600,45
001480000,0.342600,0.162700,800,2233918.563600,26
001482500,0.402700,0.209500,695,1861865.004100,44
001485000,0.396900,0.207600,721,1896312.354300,43
001487500,0.372700,0.182000,755,2094740.801100,35
001490000,0.423500,0.197700,732,1910244.601500,46
001492500,0.382300,0.196000,715,2137389.461200,38
001495000,0.376400,0.186600,757,2226433.320100,36
001497500,0.380000,0.172100,780,2304420.733200,35
001500000,0.404800,0.191900,739,1837798.574500,42
001502500,0.403000,0.204500,727,2024932.298800,44
001505000,0.414800,0.199300,708,1843341.928300,46
001507500,0.399600,0.206300,724,2258002.548600,44
001510000,0.414900,0.192700,740,2032207.431800,44
001512500,0.379000,0.185500,712,2073500.940300,36
001515000,0.405600,0.198600,675,1884293.864300,44
001517500,0.406300,0.192700,737,1826833.420800,43
001520000,0.404300,0.184500,769,1888216.441400,42
001522500,0.412200,0.195300,670,1973242.474900,44
001525000,0.359700,0.172500,783,2314990.825300,31
001527500,0.374900,0.206500,705,2079396.043400,38
001530000,0.410000,0.189000,744,1726781.322600,43
001532500,0.394200,0.202400,699,2139970.252000,42
001535000,0.373800,0.169400,721,1940087.250200,34
001537500,0.415300,0.191600,722,1965165.734100,44
001540000,0.410000,0.204600,687,1947919.298900,45
001542500,0.409300,0.195500,692,1792143.459700,44
001545000,0.401200,0.192300,688,1908544.755000,42
001547500,0.417800,0.202100,672,1870232.516800,46
001550000,0.401300,0.204000,695,1936628.839700,44
001552500,0.406100,0.178200,773,1827352.266200,41
001555000,0.351500,0.174100,738,2038609.654700,30
001557500,0.384600,0.199100,706,1891294.491700,40
001560000,0.397500,0.203300,668,2156049.864300,42
001562500,0.388800,0.226500,697,2186066.754600,44
001565000,0.435300,0.189800,728,1995496.113500,48
001567500,0.414400,0.206800,670,2026420.900200,46
001570000,0.386400,0.207800,659,2050876.971600,41
001572500,0.391800,0.217400,612,1940928.358900,43
001575000,0.390900,0.189700,758,2208114.996500,39
001577500,0.395100,0.185200,759,2159502.523800,40
001580000,0.383400,0.186000,768,1802602.590200,38
001582500,0.363300,0.164100,770,2030794.661700,30
001585000,0.389400,0.205800,726,1967837.975700,41
001587500,0.377000,0.179600,742,2640036.822200,36
001590000,0.422900,0.221200,692,2033624.297200,50
001592500,0.354300,0.169600,775,2573633.502800,30
001595000,0.416700,0.192400,671,2045052.079200,45
001597500,0.379000,0.195200,775,2086474.002100,38
001600000,0.390400,0.197100,742,2001194.016900,40
001602500,0.385000,0.182300,734,1994161.873500,38
001605000,0.427500,0.201500,713,1872786.121400,48
001607500,0.390500,0.195700,679,2099284.058700,40
001610000,0.382200,0.198500,753,2146123.845700,39
001612500,0.415400,0.178500,784,1856428.789800,43
001615000,0.398700,0.196400,711,1914117.256400,42
001617500,0.393600,0.190300,729,1880880.516500,40
001620000,0.335500,0.170200,802,2334725.770500,26
001622500,0.397000,0.199400,678,1983395.998900,42
001625000,0.419900,0.188400,771,2187536.013000,45
001627500,0.357800,0.192300,663,2244423.502500,33
001630000,0.369900,0.181700,742,2310210.265200,34
001632500,0.407900,0.172200,765,1965886.311800,40
001635000,0.418600,0.183300,732,1984246.077900,44
001637500,0.381800,0.181100,741,1991241.692300,36
001640000,0.393100,0.190800,728,1903577.113500,40
001642500,0.415800,0.182400,768,2175818.220100,44
001645000,0.404200,0.221200,716,1897272.023900,46
001647500,0.362100,0.167100,776,2081330.940400,31
001650000,0.393700,0.176500,800,1926108.689500,38
001652500,0.414100,0.215400,634,1694245.047100,48
001655000,0.406400,0.205000,696,2078834.448800,44
001657500,0.386700,0.189500,748,2209413.905800,38
001660000,0.431100,0.211600,642,1736227.610600,50
001662500,0.434200,0.209100,662,1933650.657500,50
001665000,0.419500,0.218700,678,1848842.960300,49
001667500,0.417800,0.186600,752,2092800.369200,44
001670000,0.387200,0.186900,673,2267671.558000,38
001672500,0.369000,0.190300,736,2132004.223300,36
001675000,0.415900,0.219100,725,2157886.903900,48
001677500,0.384400,0.185500,696,2004837.990600,38
001680000,0.417700,0.213900,716,1912588.570000,48
001682500,0.394300,0.190400,757,2430421.252000,40
001685000,0.402200,0.176200,785,2181793.919700,40
001687500,0.396500,0.210100,692,1842596.167200,44
001690000,0.384500,0.176200,764,1841644.628900,36
001692500,0.387200,0.185400,722,2106308.375900,38
001695000,0.373500,0.199000,717,1850088.787400,37
001697500,0.408900,0.203800,675,1832928.605200,45
001700000,0.439500,0.200200,701,2031630.132500,50
001702500,0.417000,0.206600,706,1935050.161700,47
001705000,0.359900,0.172000,829,2261552.884300,31
001707500,0.385500,0.194500,781,2291908.305200,39
001710000,0.384500,0.160500,769,1846606.294600,34
001712500,0.361200,0.159700,813,2093354.964300,30
001715000,0.359800,0.179800,723,2132485.735100,32
001717500,0.377500,0.184000,734,2070252.336500,36
001720000,0.402300,0.193700,724,2060383.309000,42
001722500,0.393800,0.169500,735,2381188.217800,38
001725000,0.342300,0.184400,739,2522875.017500,29
001727500,0.365300,0.191900,688,1945192.624100,34
001730000,0.411900,0.209800,659,1847866.346300,46
001732500,0.416000,0.190800,736,2006108.405700,44
001735000,0.396600,0.198700,677,1986087.840700,42
001737500,0.387000,0.198900,706,1966911.203800,40
001740000,0.391600,0.188400,672,2044898.058500,40
001742500,0.425500,0.199900,704,2230636.247900,48
001745000,0.384100,0.206300,681,1983856.531200,40
001747500,0.370400,0.209000,706,1988756.697000,38
001750000,0.443700,0.187500,752,1761652.589100,50
001752500,0.399200,0.187500,734,1920608.072700,41
001755000,0.343700,0.171400,783,2214122.436100,28
001757500,0.370700,0.185100,748,2172910.998300,34
001760000,0.374600,0.170300,735,2226888.691400,34
001762500,0.359800,0.168300,745,1891552.720700,30
001765000,0.370500,0.165100,756,2037493.086200,32
001767500,0.399100,0.179700,783,2118345.930800,40
001770000,0.403000,0.196800,682,1928490.145800,42
001772500,0.410900,0.205100,729,1775784.425800,45
001775000,0.403200,0.193500,692,1754064.010800,42
001777500,0.410400,0.178500,765,1991660.242200,42
001780000,0.394900,0.197000,739,2141150.962300,41
001782500,0.377300,0.186600,759,2049785.230400,36
001785000,0.378600,0.189200,687,2161901.680600,36
001787500,0.390600,0.200800,727,1930151.803400,40
001790000,0.383600,0.185000,708,1953520.894000,37
001792500,0.407200,0.203300,745,2277126.354500,44
001795000,0.422400,0.228900,665,1830358.639600,50
001797500,0.383000,0.186500,728,2037812.359900,38
001800000,0.347300,0.172100,754,2091822.487000,28
001802500,0.396000,0.177300,701,1956715.038400,38
001805000,0.442600,0.197900,677,1871298.279100,50
001807500,0.356300,0.181900,769,2282685.300300,32
001810000,0.417500,0.191400,715,1821416.559000,45
001812500,0.392000,0.173300,768,1817748.039800,38
001815000,0.385700,0.205800,703,2023159.199000,40
001817500,0.417400,0.209900,680,2016191.372000,47
001820000,0.397200,0.203700,672,1801297.878000,42
001822500,0.440900,0.227300,669,1970729.489600,54
001825000,0.386400,0.165300,749,2163761.114400,36
001827500,0.388700,0.210100,743,2060703.458500,42
001830000,0.363500,0.177500,727,2622517.683800,32
001832500,0.379300,0.191300,714,1726980.319500,38
001835000,0.367100,0.192300,729,2138100.698500,35
001837500,0.397200,0.189300,773,2210973.389900,40
001840000,0.384500,0.200300,696,1898813.398400,40
001842500,0.402500,0.223300,652,1968544.637200,46
001845000,0.411100,0.182800,774,2187411.652200,42
001847500,0.378900,0.200400,707,1932983.095900,38
001850000,0.378500,0.183300,719,2018841.557000,36
001852500,0.411100,0.218300,689,2458841.875200,47
001855000,0.386200,0.201300,740,2095781.735000,40
001857500,0.424100,0.198100,709,1867434.608100,48
001860000,0.356800,0.192300,731,2202442.502900,33
001862500,0.305900,0.173200,773,2383418.335700,20
001865000,0.412300,0.204700,704,2099649.491000,46
001867500,0.401300,0.171800,772,2045301.916500,40
001870000,0.387200,0.180000,751,2443160.235600,38
001872500,0.386300,0.198900,699,2012201.540700,40
001875000,0.365000,0.168400,763,2128598.730200,32
001877500,0.395500,0.179600,794,1967937.597000,39
001880000,0.410100,0.200800,682,2200297.850400,44
001882500,0.383700,0.198100,694,2085657.634300,39
001885000,0.400100,0.188200,722,2160707.080400,41
001887500,0.393300,0.196300,751,2077745.823500,40
001890000,0.396100,0.204600,701,2156773.086600,42
001892500,0.395000,0.198200,679,1859294.183900,42
001895000,0.416500,0.243700,609,1923995.596300,52
001897500,0.369300,0.180900,733,1959011.182300,34
001900000,0.454000,0.219100,708,1776902.023600,56
001902500,0.358300,0.169700,792,2045180.929400,30
001905000,0.402800,0.198300,738,2041903.509700,43
001907500,0.399300,0.195900,731,1923025.137100,42
001910000,0.347900,0.181800,737,2409623.999800,30
001912500,0.369100,0.201600,719,2247639.999100,36
001915000,0.396700,0.170000,765,2352087.476900,38
001917500,0.391700,0.196600,718,1983062.236500,40
001920000,0.416300,0.208800,687,2007390.901500,47
001922500,0.363100,0.158500,833,2163087.155100,30
001925000,0.393700,0.210300,704,2077400.215400,42
001927500,0.415000,0.203300,705,2041631.639100,46
001930000,0.429400,0.206900,683,2008375.020200,50
001932500,0.340500,0.163900,816,2160067.799800,26
001935000,0.383200,0.175300,767,1845540.472500,36
001937500,0.339000,0.159400,767,2099343.264900,26
001940000,0.372500,0.211800,687,2313535.658700,38
001942500,0.399100,0.231400,630,1862612.344700,46
001945000,0.397600,0.181500,716,2042153.189200,40
001947500,0.377000,0.200000,707,2115810.262300,38
001950000,0.366300,0.187800,737,2025263.670900,34
001952500,0.435400,0.213500,699,1977669.972300,51
001955000,0.402900,0.195600,697,1875274.961300,42
001957500,0.371100,0.199800,758,2354075.024400,36
001960000,0.418000,0.200500,682,1774112.139500,46
001962500,0.350500,0.197500,723,2284586.566000,32
001965000,0.429800,0.186800,717,1772291.339000,47
001967500,0.392500,0.173700,802,2121102.012200,38
001970000,0.395300,0.187500,719,1903348.698300,40
001972500,0.336600,0.194300,719,2114790.604200,30
001975000,0.384700,0.169800,708,2030262.082200,36
001977500,0.394300,0.180700,742,1940799.137800,39
001980000,0.436400,0.183400,809,2010348.142200,48
001982500,0.341100,0.153500,860,2480963.598500,24
001985000,0.378500,0.211700,748,2411072.219000,40
001987500,0.379300,0.185800,692,1940414.296000,36
001990000,0.437500,0.221800,679,2148798.300100,52
001992500,0.391700,0.191500,753,2010922.660200,40
001995000,0.406700,0.208200,683,1978843.877300,45
001997500,0.394500,0.198400,755,2220156.461200,42
002000000,0.405400,0.197400,684,1942800.985700,43
002002500,0.391000,0.207100,707,1873950.734800,42
002005000,0.352600,0.174500,751,2288111.944800,30
002007500,0.354500,0.171800,803,1932680.945900,30
002010000,0.380300,0.214100,637,1752615.242700,40
002012500,0.389300,0.174600,761,2103037.617800,38
002015000,0.425700,0.221300,687,1926691.384400,50
002017500,0.422400,0.194200,680,1887408.860600,46
002020000,0.397500,0.189300,673,1893990.013700,40
002022500,0.375800,0.178100,722,1933441.185300,35
002025000,0.440600,0.219200,673,2196775.376500,53
002027500,0.382100,0.188300,721,1906825.957300,38
002030000,0.384400,0.190100,763,2027421.815400,38
002032500,0.356900,0.191900,698,2051030.839700,33
002035000,0.407300,0.197500,725,1860639.617400,44
002037500,0.386700,0.197200,736,2229013.815400,40
002040000,0.379100,0.167200,720,2056557.516600,34
002042500,0.375600,0.157700,830,2123248.484600,32
002045000,0.378600,0.174400,767,2151147.475000,35
002047500,0.409400,0.180600,778,2419587.123700,42
002050000,0.425400,0.179400,728,1864095.237500,45
002052500,0.379200,0.195000,768,1926285.098900,38
002055000,0.401800,0.193700,727,1847233.388800,42
002057500,0.450800,0.218400,644,1886117.561400,55
002060000,0.360000,0.199200,721,2059442.662000,34
002062500,0.361500,0.188800,751,1916041.651200,34
002065000,0.368700,0.177500,755,1992388.154100,33
002067500,0.349500,0.153200,791,2089561.861100,26
002070000,0.388100,0.186000,797,2273425.494000,38
002072500,0.397800,0.201900,757,2144471.495200,42
002075000,0.438900,0.200900,727,1973565.072200,50
002077500,0.390800,0.201400,683,1946924.368200,40
002080000,0.394700,0.188500,698,2107592.814800,40
002082500,0.413300,0.201400,678,1790011.661600,45
002085000,0.410600,0.223800,669,1886946.965600,48
002087500,0.413200,0.206700,701,2140115.185400,46
002090000,0.378200,0.163700,792,2094843.671800,34
002092500,0.373500,0.192800,700,1857243.593600,36
002095000,0.360000,0.178200,716,2119115.227000,32
002097500,0.400300,0.213600,664,1925717.697300,44
002100000,0.429800,0.193100,713,1801970.015400,48
002102500,0.355800,0.207900,691,2157309.017100,34
002105000,0.423900,0.212300,711,1802848.435400,49
002107500,0.396800,0.203800,707,2100033.936300,42
002110000,0.385200,0.190300,799,2142040.831200,38
002112500,0.382900,0.177700,770,2249686.849300,36
002115000,0.399200,0.187500,739,2343189.903200,41
002117500,0.375300,0.174100,797,2161642.149300,34
002120000,0.392600,0.202700,651,2031291.202800,42
002122500,0.382900,0.196300,717,1991691.317200,38
002125000,0.406900,0.199300,707,2019690.342800,44
002127500,0.424400,0.208300,743,1802573.677400,48
002130000,0.437300,0.202200,759,2075882.967600,50
002132500,0.388600,0.187100,738,1915629.908500,38
002135000,0.383900,0.170500,769,2082861.680000,36
002137500,0.404600,0.194900,745,2137236.455600,43
002140000,0.425000,0.211000,727,2070832.898800,49
002142500,0.402000,0.192600,723,2146242.553600,42
002145000,0.378700,0.191500,784,2488710.579300,37
002147500,0.393200,0.196700,738,1964577.276600,40
002150000,0.423600,0.230000,696,2165490.686200,50
002152500,0.408400,0.191800,717,2145131.558700,43
002155000,0.422800,0.172500,832,2010207.510100,44
002157500,0.408400,0.196000,700,1812497.953800,44
002160000,0.401000,0.193400,675,1885579.894300,42
002162500,0.404000,0.186200,691,1879345.169300,42
002165000,0.390200,0.169300,739,1886072.711400,36
002167500,0.382400,0.163400,748,2258853.000800,34
002170000,0.395400,0.162200,818,2051182.405500,37
002172500,0.399600,0.202600,680,2148973.657700,43
002175000,0.367500,0.204400,668,2094150.935400,36
002177500,0.367100,0.177800,780,2390318.617800,33
002180000,0.395600,0.195200,731,2146292.599400,41
002182500,0.376200,0.193000,704,2037346.487400,36
002185000,0.413400,0.177900,810,1994248.311100,42
002187500,0.382100,0.177000,769,2121812.383000,36
002190000,0.406700,0.182700,715,2056890.467700,42
002192500,0.407000,0.203900,695,1844863.651000,44
002195000,0.408300,0.191000,705,2075536.716300,43
002197500,0.407200,0.199900,734,2148897.051000,44
002200000,0.391200,0.166600,743,1981566.078400,36
002202500,0.432900,0.210900,676,1818669.739700,50
002205000,0.409600,0.181800,685,1816711.987400,42
002207500,0.411400,0.209900,688,2160526.942300,46
002210000,0.409000,0.215900,709,2221623.891800,46
002212500,0.377900,0.186700,686,1942825.906700,36
002215000,0.359400,0.194400,775,2382607.740600,34
002217500,0.405800,0.203600,696,1975202.015300,44
002220000,0.390800,0.212900,677,1784181.544000,42
002222500,0.401900,0.194700,746,2196711.653300,42
002225000,0.419300,0.203200,687,2006615.192000,47
002227500,0.410800,0.204500,703,2180103.784600,45
002230000,0.367200,0.203500,642,2138579.165600,36
002232500,0.355400,0.164200,735,2200328.021300,29
002235000,0.378400,0.207500,654,1991055.951900,39
002237500,0.382300,0.196400,743,2083786.551000,38
002240000,0.411600,0.201200,738,1737661.166300,45
002242500,0.381700,0.174200,774,2198462.073900,36
002245000,0.380800,0.184800,783,2194534.966700,36
002247500,0.399000,0.194200,679,1846999.888700,42
002250000,0.398400,0.211400,685,1971038.572200,44
002252500,0.389200,0.199800,759,2043650.059100,40
002255000,0.398200,0.202800,688,1897670.982000,42
002257500,0.381100,0.189100,780,2044513.816700,37
002260000,0.428500,0.217100,659,1944207.917500,50
002262500,0.390600,0.192500,757,2041754.763000,40
002265000,0.369100,0.206100,713,1981786.917100,38
002267500,0.397500,0.189200,659,2002947.743200,40
002270000,0.432700,0.203800,690,1937850.892200,50
002272500,0.391600,0.203600,719,1851909.700500,42
002275000,0.388200,0.189600,739,1969755.230400,38
002277500,0.386700,0.183300,716,1929558.353900,38
002280000,0.391900,0.185300,762,1973364.338200,39
002282500,0.401500,0.209700,684,1833719.757000,44
002285000,0.376300,0.189200,738,2199046.668000,36
002287500,0.417800,0.182300,746,1970676.424700,44
002290000,0.404800,0.218200,684,1893544.721500,46
002292500,0.428100,0.201900,680,1748864.050200,48
002295000,0.418500,0.197000,690,2355251.630400,46
002297500,0.398900,0.189500,752,1985592.678000,41
002300000,0.365700,0.214500,680,2143068.922400,38
002302500,0.383400,0.202900,671,2047115.335600,40
002305000,0.385200,0.181100,712,2001221.453000,37
002307500,0.367600,0.194500,665,1975056.521700,36
002310000,0.389600,0.207900,657,2040150.545000,42
002312500,0.421400,0.193300,706,2221449.526400,46
002315000,0.408500,0.208900,677,1948455.537100,45
002317500,0.420200,0.194700,718,1891709.749600,46
002320000,0.424500,0.227400,708,1888575.284000,51
002322500,0.418500,0.206800,678,2173249.474500,47
002325000,0.406600,0.212100,677,1872591.354200,46
002327500,0.422000,0.196800,708,1762753.640000,46
002330000,0.360100,0.181900,789,2202042.640800,32
002332500,0.396200,0.201700,702,1874717.682200,42
002335000,0.382500,0.158700,793,2239856.701800,34
002337500,0.404900,0.207600,713,2066205.723700,44
002340000,0.414500,0.204400,671,1908349.830600,46
002342500,0.377000,0.156700,792,2248746.895500,32
002345000,0.379800,0.226800,719,2044245.529000,42
002347500,0.365300,0.169600,733,2424950.851600,32
002350000,0.376900,0.212300,716,2175793.047600,40
002352500,0.358400,0.173100,741,1989861.448500,30
002355000,0.389100,0.188100,756,2050481.006200,39
002357500,0.373400,0.171000,808,2089280.336100,34
002360000,0.407000,0.217200,729,2003919.912400,46
002362500,0.402800,0.228600,623,2243800.049900,46
002365000,0.407000,0.200000,726,1945947.631200,44
002367500,0.434100,0.199000,708,1872644.172500,50
002370000,0.373700,0.184200,703,2071677.899000,35
002372500,0.309200,0.179700,749,2351653.397100,22
002375000,0.399300,0.176900,763,2325723.168400,40
002377500,0.408000,0.185900,749,2202431.581700,42
002380000,0.370700,0.176500,756,1911054.858000,34
002382500,0.361300,0.195400,665,1993049.352700,34
002385000,0.409100,0.204500,678,2076983.049600,45
002387500,0.394700,0.205500,699,1905389.418300,42
002390000,0.344700,0.171300,781,2463894.206100,28
002392500,0.410900,0.206800,731,2143036.017900,46
002395000,0.411700,0.200900,729,1863286.397200,45
002397500,0.403100,0.192100,700,2127171.693900,42
002400000,0.413000,0.208000,704,1755680.970800,46
002402500,0.398700,0.200500,708,1862747.922600,42
002405000,0.406300,0.197000,698,1830071.607300,44
002407500,0.404000,0.205900,647,1905405.730700,44
002410000,0.418600,0.213800,687,1896504.666500,48
002412500,0.420100,0.180400,778,2111474.298300,44
002415000,0.425800,0.194300,707,2017147.597200,47
002417500,0.366700,0.186800,752,2137323.718700,34
002420000,0.383200,0.196700,669,2047348.860100,38
002422500,0.389200,0.192300,725,2222268.885900,40
002425000,0.427700,0.186400,640,2037011.646300,46
002427500,0.445000,0.200000,721,1743969.682100,52
002430000,0.400400,0.196800,718,2095718.769000,42
002432500,0.370200,0.194000,714,1970707.168800,36
002435000,0.354500,0.181600,768,2217925.432700,31
002437500,0.417200,0.221800,649,1964072.572800,48
002440000,0.411800,0.179400,745,1978619.066800,42
002442500,0.376700,0.217500,662,1923310.024400,40
002445000,0.405600,0.197500,697,1857883.698900,43
002447500,0.421300,0.197200,752,2008073.106400,46
002450000,0.379900,0.200500,680,2179375.850400,38
002452500,0.430800,0.218700,651,1837932.603200,51
002455000,0.405400,0.206400,697,1929547.084600,44
002457500,0.352100,0.179600,768,2370150.455800,30
002460000,0.415600,0.185200,686,1885353.508900,44
002462500,0.388300,0.190300,702,2070624.435800,39
002465000,0.429000,0.183000,697,1704403.714000,46
002467500,0.364100,0.198000,674,1935202.461300,36
002470000,0.409300,0.210600,668,1830674.837800,46
002472500,0.404800,0.189400,788,1911593.143600,42
002475000,0.425900,0.197700,778,1883761.313200,47
002477500,0.343000,0.169100,742,2004566.506100,27
002480000,0.400600,0.207000,649,1836407.093500,44
002482500,0.355200,0.170400,799,2423213.580700,30
002485000,0.394500,0.217000,679,1924790.015400,44
002487500,0.350700,0.163800,796,2058504.700500,28
002490000,0.377400,0.190700,702,2101775.631400,37
002492500,0.395600,0.197600,692,2149771.977700,41
002495000,0.371100,0.184100,766,1913813.092700,34
002497500,0.412700,0.199900,797,2349576.258600,45
002500000,0.394200,0.200700,704,2063530.434300,42
