name,GI,white_EI,hispanic_EI,black_EI,native_EI,asian_EI,pacific_EI,cumulative_EI,coalition_EI,white_cvap,hispanic_cvap,black_cvap,native_cvap,asian_cvap,pacific_cvap,minority_cvap,reock,polsby_popper,cut_score,population_compactness,compactness,population_deviation,county_splitting,district_splitting,counties_split,county_splits,splitting
LA20C_I020K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I021K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.393600,0.239700,418,1556632.854000,46,0.002400,1.185600,2.349500,24,28,24
LA20C_I022K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.393700,0.232800,411,1556684.165400,45,0.002400,1.183300,2.341800,24,28,25
LA20C_I023K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.384000,0.222700,370,1430654.160300,42,0.001100,1.138800,2.112200,23,24,32
LA20C_I024K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.410400,0.229500,439,1555223.047100,48,0.002800,1.193600,2.392400,24,28,24
LA20C_I025K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385800,0.219500,367,1430775.976200,42,0.001800,1.136200,2.066500,22,23,32
LA20C_I026K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.387000,0.221900,375,1430222.534600,42,0.001300,1.136200,2.069100,22,22,32
LA20C_I027K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.392500,0.225000,411,1557210.686900,44,0.004000,1.176900,2.264900,22,26,26
LA20C_I028K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I029K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I030K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.378600,0.216600,389,1432403.720500,40,0.000900,1.143400,2.116300,23,23,31
LA20C_I031K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I032K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I033K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I034K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I035K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I036K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.370200,0.210000,392,1436157.599900,38,0.001700,1.151900,2.126700,22,24,30
LA20C_I037K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I038K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I039K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I040K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.387500,0.224600,374,1430809.150000,43,0.002300,1.136700,2.069800,22,22,32
LA20C_I041K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.393700,0.231300,412,1556687.004100,45,0.002600,1.183700,2.341900,24,28,25
LA20C_I042K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.423200,0.250600,364,1848217.847900,54,0.001600,1.161100,2.035200,19,22,28
LA20C_I043K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.381400,0.222100,406,1557557.627700,42,0.004800,1.184800,2.347500,24,28,25
LA20C_I044K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I045K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I046K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I047K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I048K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214200,392,1436373.834900,38,0.001800,1.154200,2.173100,23,25,30
LA20C_I049K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.390900,0.219600,406,1845700.622300,43,0.002600,1.161700,2.249200,23,26,28
LA20C_I050K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I051K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385800,0.219500,367,1430775.976200,42,0.001800,1.136200,2.066500,22,23,32
LA20C_I052K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I053K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395900,0.224400,407,1846992.392100,44,0.003500,1.163400,2.252400,23,26,28
LA20C_I054K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.410400,0.245500,413,1554890.557200,50,0.004500,1.189500,2.343500,23,27,24
LA20C_I055K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I056K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.387400,0.217100,369,1431322.215800,42,0.001300,1.138300,2.110900,23,24,32
LA20C_I057K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.378600,0.216600,389,1432403.720500,40,0.000900,1.143400,2.116300,23,23,31
LA20C_I058K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.409300,0.241500,445,1557096.682500,50,0.002400,1.199200,2.404700,24,28,22
LA20C_I059K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I060K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.381000,0.216100,399,1433512.978900,40,0.000800,1.142300,2.162400,24,25,31
LA20C_I061K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.426900,0.239400,371,1840399.721600,53,0.002300,1.141600,2.088400,21,23,31
LA20C_I062K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I063K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385800,0.219500,367,1430775.976200,42,0.001800,1.136200,2.066500,22,23,32
LA20C_I064K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.427000,0.218500,379,1843776.949200,50,0.001800,1.142200,2.126400,23,25,31
LA20C_I065K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I066K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I067K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385100,0.223900,367,1430993.699200,42,0.001300,1.138600,2.112900,23,24,32
LA20C_I068K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I069K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I070K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.370200,0.210000,392,1436157.599900,38,0.001700,1.151900,2.126700,22,24,30
LA20C_I071K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I072K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I073K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I074K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.452500,0.265400,390,1564438.967700,61,0.001300,1.202600,2.332400,22,25,22
LA20C_I075K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.396300,0.234100,410,1555435.401900,46,0.003600,1.183900,2.341300,24,28,25
LA20C_I076K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.458900,0.269100,382,1558227.272400,63,0.001600,1.202500,2.365100,23,27,22
LA20C_I077K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.370200,0.210000,392,1436157.599900,38,0.001700,1.151900,2.126700,22,24,30
LA20C_I078K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I079K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I080K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385800,0.219500,367,1430775.976200,42,0.001800,1.136200,2.066500,22,23,32
LA20C_I081K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I082K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I083K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385100,0.223900,367,1430993.699200,42,0.001300,1.138600,2.112900,23,24,32
LA20C_I084K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.396000,0.223800,400,1845540.787500,44,0.004300,1.165600,2.220900,22,25,28
LA20C_I085K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I086K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.378600,0.216600,389,1432403.720500,40,0.000900,1.143400,2.116300,23,23,31
LA20C_I087K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.412000,0.239900,429,1558072.705100,50,0.002800,1.199200,2.373400,24,28,22
LA20C_I088K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.397100,0.246000,417,1554846.510300,48,0.002300,1.187700,2.330400,23,27,24
LA20C_I089K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.413400,0.238200,365,1839941.855200,50,0.003600,1.148600,2.125200,21,23,30
LA20C_I090K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385100,0.223900,367,1430993.699200,42,0.001300,1.138600,2.112900,23,24,32
LA20C_I091K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.422900,0.236300,377,1839685.409100,52,0.002100,1.143400,2.149900,22,24,31
LA20C_I092K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.393600,0.240300,415,1556568.152600,46,0.002300,1.185400,2.348800,24,28,24
LA20C_I093K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I094K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385100,0.216000,378,1430941.334500,42,0.001100,1.142300,2.154200,24,24,31
LA20C_I095K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I096K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.393700,0.218600,391,1849822.641700,44,0.002900,1.167500,2.188700,23,26,28
LA20C_I097K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.391700,0.206600,373,1884051.897400,42,0.001900,1.192300,2.287300,23,27,24
LA20C_I098K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I099K01N06_vtd_assignments.csv,0.561900,0,0,0,0,0,0,0,0,0.618100,0.033700,0.319500,0.012600,0.015300,0.000500,0.381900,0.385800,0.219500,367,1430775.976200,42,0.001800,1.136200,2.066500,22,23,32
