map,estimated_vote_pct,pr_deviation,pr_seats,pr_pct,estimated_seats,estimated_seat_pct,fptp_seats,disproportionality,efficiency_gap,gamma,seats_bias,votes_bias,geometric_seats_bias,global_symmetry,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_districts,competitive_district_pct,average_margin,responsiveness,responsive_districts,responsive_district_pct,overall_responsiveness,avg_dem_win_pct,avg_rep_win_pct,proportionality,competitiveness
000480000,0.494300,0.003900,7,0.500000,6.945700,0.496100,7,-0.001800,-0.007500,-0.012600,-0.011900,-0.004300,-0.012000,-0.003500,-1.620800,-0.007300,-0.006800,-0.000500,-0.009100,3.493200,0.249500,0.085800,2.907900,3.493200,0.249500,0.684200,0.580700,0.591000,100,33
000482500,0.494300,0.060800,7,0.500000,6.148300,0.439200,6,0.055200,0.049500,0.027900,0.027200,0.004500,0.026900,0.008100,3.051700,-0.001700,-0.001500,-0.000200,0.001400,7.863100,0.561600,0.056100,5.817300,7.863100,0.561600,10.733900,0.559100,0.553800,72,75
000485000,0.494300,0.076000,7,0.500000,5.936500,0.424000,6,0.070300,0.064600,0.058300,0.056400,0.014300,0.055600,0.013200,7.525500,0.033900,0.033100,0.000800,0.011300,3.988700,0.284900,0.085000,3.124300,3.988700,0.284900,13.403900,0.591600,0.580100,65,38
000487500,0.494300,0.063900,7,0.500000,6.105400,0.436100,6,0.058200,0.052600,0.046000,0.045500,0.013200,0.045200,0.015800,6.985100,0.014300,0.014600,-0.000300,0.011500,4.074500,0.291000,0.091600,3.151500,4.074500,0.291000,11.275100,0.600600,0.584900,71,39
000490000,0.494300,0.061700,7,0.500000,6.135600,0.438300,6,0.056100,0.050400,0.044600,0.043800,0.012500,0.043200,0.012400,6.139900,0.021800,0.021600,0.000300,0.008800,3.793500,0.271000,0.088600,3.030600,3.793500,0.271000,10.894400,0.596400,0.582700,72,36
000492500,0.494300,0.070800,7,0.500000,6.008100,0.429200,5,0.065200,0.059500,0.047600,0.046000,0.009800,0.045300,0.012400,6.572600,0.019500,0.020100,-0.000600,0.010200,5.424800,0.387500,0.078100,4.109600,5.424800,0.387500,12.501300,0.602200,0.564700,67,52
000495000,0.494300,0.016300,7,0.500000,6.771900,0.483700,6,0.010600,0.005000,0.002100,0.002200,0.000900,0.001900,0.001400,-0.243600,0.005000,0.004600,0.000400,-0.006700,3.032400,0.216600,0.088600,2.507500,3.032400,0.216600,2.874800,0.596200,0.582900,95,29
000497500,0.494300,0.034900,7,0.500000,6.511400,0.465100,7,0.029200,0.023600,0.017100,0.017500,0.005500,0.017300,0.006300,1.918600,0.004700,0.003700,0.000900,-0.002000,3.857400,0.275500,0.085700,3.139300,3.857400,0.275500,6.158600,0.579100,0.592300,85,37
000500000,0.494300,0.063500,7,0.500000,6.110500,0.436500,6,0.057900,0.052200,0.047600,0.046600,0.014100,0.046100,0.014200,7.345200,0.023000,0.023100,-0.000200,0.012600,3.607300,0.257700,0.096900,2.816300,3.607300,0.257700,11.211300,0.606700,0.589600,71,34
000502500,0.494300,0.092900,7,0.500000,5.699500,0.407100,5,0.087200,0.081600,0.076200,0.074600,0.019500,0.073800,0.020500,10.192200,0.032500,0.031800,0.000700,0.017700,3.790000,0.270700,0.084900,2.945500,3.790000,0.270700,16.390900,0.610000,0.571000,56,36
000505000,0.494300,0.012600,7,0.500000,6.824100,0.487400,7,0.006900,0.001200,-0.005600,-0.005500,-0.001700,-0.005700,-0.002800,-1.029800,-0.003600,-0.004500,0.000900,-0.009000,4.041300,0.288700,0.085600,3.208500,4.041300,0.288700,2.216500,0.579100,0.592100,97,38
000507500,0.494300,0.030800,7,0.500000,6.569300,0.469200,6,0.025100,0.019400,0.015000,0.014000,0.004500,0.013500,0.005700,1.517800,0.016300,0.015600,0.000700,-0.002700,3.458400,0.247000,0.086800,2.787300,3.458400,0.247000,5.428700,0.593800,0.581600,87,33
000510000,0.494300,0.061100,7,0.500000,6.144600,0.438900,6,0.055400,0.049800,0.040300,0.039700,0.010000,0.039300,0.013900,6.268200,0.011300,0.012300,-0.001000,0.010300,4.732100,0.338000,0.084900,3.663600,4.732100,0.338000,10.781500,0.593500,0.578300,72,45
000512500,0.494300,0.054500,7,0.500000,6.236900,0.445500,5,0.048800,0.043200,0.027900,0.026500,0.005100,0.025700,0.004900,2.596500,0.016500,0.016000,0.000500,-0.000300,6.013100,0.429500,0.063500,4.690500,6.013100,0.429500,9.617700,0.580200,0.554200,76,57
000515000,0.494300,0.012100,7,0.500000,6.830400,0.487900,8,0.006400,0.000800,-0.006800,-0.006000,-0.001900,-0.006100,-0.003900,-0.315800,-0.011400,-0.010600,-0.000800,-0.005600,4.133900,0.295300,0.088600,3.332700,4.133900,0.295300,2.137000,0.573300,0.609000,97,39
000517500,0.494300,0.061800,7,0.500000,6.135000,0.438200,6,0.056100,0.050400,0.045100,0.043600,0.012100,0.042800,0.010600,6.048200,0.028000,0.028000,-0.000000,0.008800,3.738700,0.267000,0.086700,2.940400,3.738700,0.267000,10.901400,0.594600,0.580800,72,36
000520000,0.494300,0.033400,7,0.500000,6.533100,0.466600,7,0.027700,0.022000,0.004800,0.005200,0.001000,0.005100,0.002200,0.580000,-0.008200,-0.008800,0.000700,-0.005000,6.601800,0.471600,0.063900,5.036100,6.601800,0.471600,5.884700,0.557500,0.570200,86,63
000522500,0.494300,0.020800,7,0.500000,6.708100,0.479200,7,0.015200,0.009500,0.003800,0.004100,0.001400,0.003900,0.002200,0.561300,-0.003600,-0.003400,-0.000200,-0.004100,3.748500,0.267800,0.086000,3.011600,3.748500,0.267800,3.678500,0.580600,0.591500,92,36
000525000,0.494300,0.044700,7,0.500000,6.374600,0.455300,7,0.039000,0.033300,0.021400,0.021000,0.004800,0.020500,0.005400,2.355700,0.002400,0.002200,0.000100,-0.000400,5.163400,0.368800,0.070100,4.114600,5.163400,0.368800,7.882700,0.564300,0.575900,80,49
000527500,0.494300,0.092500,7,0.500000,5.705100,0.407500,6,0.086800,0.081200,0.076000,0.074200,0.019400,0.073400,0.019400,10.475900,0.028200,0.027300,0.000800,0.018500,3.870900,0.276500,0.087300,2.907300,3.870900,0.276500,16.320500,0.594300,0.582100,57,37
000530000,0.494300,0.039100,7,0.500000,6.452200,0.460900,6,0.033500,0.027800,0.019700,0.019000,0.005100,0.018600,0.005100,2.597100,0.004700,0.005100,-0.000300,0.000800,4.422900,0.315900,0.078300,3.425600,4.422900,0.315900,6.903500,0.585100,0.573200,83,42
000532500,0.494300,-0.021200,7,0.500000,7.296100,0.521200,8,-0.026800,-0.032500,-0.038700,-0.036800,-0.012300,-0.036500,-0.008600,-5.536100,-0.034600,-0.035200,0.000600,-0.019800,3.574900,0.255400,0.091000,3.095500,3.574900,0.255400,-3.732400,0.574100,0.613400,89,34
000535000,0.494300,0.098200,7,0.500000,5.624800,0.401800,5,0.092600,0.086900,0.081600,0.079800,0.020600,0.079000,0.023100,11.940000,0.029600,0.029800,-0.000200,0.023000,3.864300,0.276000,0.089100,2.938000,3.864300,0.276000,17.332600,0.617100,0.573600,54,37
000537500,0.494300,-0.001000,7,0.500000,7.014100,0.501000,7,-0.006700,-0.012300,-0.018900,-0.018600,-0.006000,-0.018900,-0.007600,-2.489800,-0.004700,-0.004600,-0.000100,-0.011500,3.835900,0.274000,0.079500,3.153000,3.835900,0.274000,-0.177600,0.573800,0.585100,99,37
000540000,0.494300,0.048000,7,0.500000,6.328600,0.452000,7,0.042300,0.036600,0.026200,0.025800,0.006400,0.025400,0.007300,3.522700,0.006300,0.005900,0.000400,0.002300,4.968700,0.354900,0.080400,3.844100,4.968700,0.354900,8.461300,0.574300,0.586400,79,47
000542500,0.494300,0.043400,7,0.500000,6.392800,0.456600,6,0.037700,0.032000,0.026200,0.025800,0.007900,0.025400,0.007000,3.430400,0.013600,0.013100,0.000500,0.002100,3.838800,0.274200,0.088400,3.030200,3.838800,0.274200,7.653400,0.595900,0.582800,81,37
000545000,0.494300,0.034500,7,0.500000,6.517200,0.465500,6,0.028800,0.023100,0.010100,0.009700,0.002200,0.009200,0.003900,0.937300,0.001800,0.001400,0.000300,-0.003800,5.451100,0.389400,0.065800,4.296100,5.451100,0.389400,6.084400,0.569800,0.562800,86,52
000547500,0.494300,0.107900,7,0.500000,5.488700,0.392100,5,0.102300,0.096600,0.086400,0.085000,0.018700,0.084300,0.026000,12.170500,0.025000,0.024800,0.000200,0.022500,4.996400,0.356900,0.082100,3.800600,4.996400,0.356900,19.046900,0.606700,0.568400,49,48
000550000,0.494300,0.021300,7,0.500000,6.702000,0.478700,7,0.015600,0.009900,0.002100,0.002200,0.000700,0.001900,0.002600,-0.228300,0.000900,0.000400,0.000500,-0.006700,4.102100,0.293000,0.071800,3.384300,4.102100,0.293000,3.755300,0.565600,0.578000,92,39
000552500,0.494300,0.066200,7,0.500000,6.072800,0.433800,5,0.060600,0.054900,0.039600,0.039000,0.007800,0.038500,0.011000,3.628100,0.008400,0.007200,0.001300,0.001300,5.957500,0.425500,0.064500,4.699100,5.957500,0.425500,11.685700,0.580500,0.555500,70,57
000555000,0.494300,0.015400,7,0.500000,6.784300,0.484600,7,0.009700,0.004100,-0.003700,-0.002900,-0.000900,-0.003000,-0.004300,-0.659800,-0.003300,-0.004000,0.000700,-0.008000,3.983900,0.284600,0.085000,3.379800,3.983900,0.284600,2.718300,0.578600,0.591400,95,38
000557500,0.494300,0.035900,7,0.500000,6.498000,0.464100,6,0.030200,0.024500,0.015100,0.014700,0.003800,0.014300,0.004900,2.161000,-0.002400,-0.002100,-0.000300,-0.000300,4.749600,0.339300,0.077700,3.665700,4.749600,0.339300,6.326700,0.584400,0.572700,85,45
000560000,0.494300,0.027500,7,0.500000,6.614400,0.472500,6,0.021900,0.016200,-0.000600,-0.000100,-0.000000,-0.000200,-0.001600,0.208000,-0.003300,-0.003600,0.000300,-0.005500,6.450200,0.460700,0.064700,4.969100,6.450200,0.460700,4.859900,0.568500,0.561800,89,61
000562500,0.494300,0.064900,7,0.500000,6.091100,0.435100,6,0.059300,0.053600,0.044300,0.042500,0.009800,0.041700,0.009500,5.893700,0.025200,0.024900,0.000200,0.008000,4.718500,0.337000,0.082200,3.639900,4.718500,0.337000,11.455200,0.589000,0.577100,70,45
000565000,0.494300,0.057800,7,0.500000,6.191500,0.442200,6,0.052100,0.046400,0.039300,0.038400,0.010500,0.037900,0.009500,4.735500,0.013400,0.012400,0.001000,0.004500,4.209200,0.300700,0.082400,3.255800,4.209200,0.300700,10.190200,0.588300,0.578000,74,40
000567500,0.494300,0.078700,7,0.500000,5.897500,0.421300,6,0.073100,0.067400,0.062200,0.061000,0.017200,0.060400,0.018500,9.817700,0.026900,0.027600,-0.000700,0.019000,3.795400,0.271100,0.095000,2.922400,3.795400,0.271100,13.894700,0.605000,0.587400,63,36
000570000,0.494300,0.047700,7,0.500000,6.332400,0.452300,7,0.042000,0.036300,0.027300,0.026300,0.006600,0.025800,0.006000,3.296500,0.004000,0.003300,0.000700,0.001400,4.741600,0.338700,0.078400,3.594900,4.741600,0.338700,8.413700,0.572100,0.584800,79,45
000572500,0.494300,0.072400,7,0.500000,5.986600,0.427600,6,0.066700,0.061100,0.049600,0.048800,0.011100,0.048300,0.016400,7.292700,0.006400,0.006500,-0.000100,0.011700,5.268500,0.376300,0.082800,4.025200,5.268500,0.376300,12.772500,0.590100,0.577200,67,50
000575000,0.494300,0.117200,7,0.500000,5.359100,0.382800,5,0.111500,0.105900,0.097000,0.094700,0.020100,0.093700,0.024500,12.492900,0.030900,0.029300,0.001600,0.021500,4.680900,0.334400,0.080600,3.561600,4.680900,0.334400,20.680700,0.602600,0.568300,44,45
000577500,0.494300,0.085600,7,0.500000,5.801700,0.414400,6,0.079900,0.074300,0.056000,0.055000,0.009800,0.054500,0.016200,6.433200,0.012900,0.012400,0.000500,0.008300,6.965300,0.497500,0.067300,5.216600,6.965300,0.497500,15.102600,0.571300,0.564300,60,66
000580000,0.494300,0.059100,7,0.500000,6.172300,0.440900,6,0.053500,0.047800,0.037500,0.036000,0.008300,0.035400,0.008600,4.927100,0.009400,0.009300,0.000100,0.005800,5.060000,0.361400,0.077900,3.811800,5.060000,0.361400,10.431600,0.584200,0.573200,73,48
000582500,0.494300,0.061600,7,0.500000,6.138100,0.438400,5,0.055900,0.050200,0.035500,0.033500,0.006400,0.032700,0.007700,3.969200,0.014000,0.014500,-0.000500,0.003900,6.083800,0.434600,0.063900,4.601500,6.083800,0.434600,10.863100,0.582200,0.553700,72,58
000585000,0.494300,0.028600,7,0.500000,6.599900,0.471400,6,0.022900,0.017200,0.009700,0.009700,0.002800,0.009400,0.003200,1.293900,0.004400,0.004600,-0.000300,-0.002300,4.146100,0.296200,0.079300,3.324200,4.146100,0.296200,5.042300,0.586200,0.574100,89,39
000587500,0.494300,0.054600,7,0.500000,6.236000,0.445400,8,0.048900,0.043200,0.029500,0.029700,0.006700,0.029600,0.011700,4.195000,-0.010300,-0.010300,-0.000000,0.004200,5.762800,0.411600,0.075600,4.422700,5.762800,0.411600,9.629400,0.561200,0.594700,76,55
000590000,0.494300,0.016200,7,0.500000,6.772700,0.483800,8,0.010600,0.004900,-0.003700,-0.002500,-0.000800,-0.002400,-0.002000,-0.316000,-0.015700,-0.015500,-0.000200,-0.006200,4.314900,0.308200,0.078400,3.509800,4.314900,0.308200,2.864600,0.563800,0.597800,95,41
000592500,0.494300,0.072800,7,0.500000,5.980900,0.427200,6,0.067100,0.061500,0.054000,0.052600,0.013600,0.052000,0.014200,7.172100,0.010400,0.010000,0.000400,0.010900,4.495000,0.321100,0.082000,3.313100,4.495000,0.321100,12.843800,0.588600,0.577000,66,43
000595000,0.494300,0.093400,7,0.500000,5.691900,0.406600,6,0.087800,0.082100,0.073900,0.072500,0.017600,0.071900,0.022700,11.107300,0.027700,0.028300,-0.000600,0.021300,4.486200,0.320400,0.088100,3.446800,4.486200,0.320400,16.486300,0.596800,0.581500,56,43
000597500,0.494300,0.011700,7,0.500000,6.835900,0.488300,7,0.006100,0.000400,-0.010000,-0.008900,-0.002500,-0.009000,-0.002600,-1.521600,-0.012800,-0.013800,0.000900,-0.010200,4.607400,0.329100,0.072100,3.840300,4.607400,0.329100,2.068400,0.565500,0.578800,97,44
000600000,0.494300,0.082100,7,0.500000,5.849900,0.417900,6,0.076500,0.070800,0.058500,0.057400,0.012400,0.056900,0.017600,8.079800,0.008500,0.008300,0.000100,0.013100,5.609600,0.400700,0.079400,4.179600,5.609600,0.400700,14.494900,0.585900,0.574500,62,53
000602500,0.494300,0.038700,7,0.500000,6.457900,0.461300,7,0.033100,0.027400,0.022000,0.021500,0.006700,0.021000,0.005100,2.587400,0.011900,0.011400,0.000500,0.000000,3.692200,0.263700,0.084800,2.952500,3.692200,0.263700,6.832300,0.578600,0.591000,83,35
000605000,0.494300,0.027800,7,0.500000,6.610500,0.472200,6,0.022200,0.016500,0.011900,0.011200,0.003600,0.010700,0.002800,1.319200,0.010500,0.009800,0.000700,-0.003100,3.553500,0.253800,0.090800,2.804300,3.553500,0.253800,4.909100,0.598500,0.585000,89,34
000607500,0.494300,0.043900,7,0.500000,6.385900,0.456100,6,0.038200,0.032500,0.024200,0.023600,0.006300,0.023100,0.006200,2.698700,0.017600,0.017200,0.000400,0.000300,4.298200,0.307000,0.076900,3.469000,4.298200,0.307000,7.740200,0.582600,0.572500,81,41
000610000,0.494300,0.082200,7,0.500000,5.849600,0.417800,6,0.076500,0.070800,0.061200,0.059900,0.014000,0.059300,0.017900,8.991400,0.023400,0.024000,-0.000600,0.016200,4.813600,0.343800,0.085400,3.706500,4.813600,0.343800,14.499500,0.593700,0.579100,62,46
000612500,0.494300,0.036100,7,0.500000,6.494100,0.463900,6,0.030500,0.024800,0.020600,0.020800,0.007300,0.020500,0.007800,1.765800,0.019300,0.018400,0.000900,-0.002400,3.130100,0.223600,0.079600,2.747300,3.130100,0.223600,6.376600,0.585200,0.575400,85,30
000615000,0.494300,0.054000,7,0.500000,6.244200,0.446000,6,0.048300,0.042700,0.035900,0.035100,0.009700,0.034500,0.009300,4.645400,0.022400,0.022500,-0.000100,0.005400,3.937500,0.281300,0.082600,3.189900,3.937500,0.281300,9.526000,0.589900,0.577200,76,38
000617500,0.494300,0.054900,7,0.500000,6.231000,0.445100,7,0.049300,0.043600,0.023900,0.023700,0.004300,0.023500,0.010400,2.986800,-0.004100,-0.004000,-0.000000,0.001100,7.273900,0.519600,0.062100,5.477900,7.273900,0.519600,9.692000,0.556500,0.567700,75,69
000620000,0.494300,0.022600,7,0.500000,6.683500,0.477400,6,0.016900,0.011300,0.001000,0.001100,0.000300,0.000800,0.001100,0.447000,0.000400,0.000400,-0.000000,-0.004600,4.914000,0.351000,0.078600,3.807800,4.914000,0.351000,3.989500,0.585100,0.573700,92,47
000622500,0.494300,0.101200,7,0.500000,5.582700,0.398800,5,0.095600,0.089900,0.081800,0.080200,0.018800,0.079500,0.023800,10.821100,0.024900,0.024600,0.000400,0.019100,4.444300,0.317400,0.080400,3.421400,4.444300,0.317400,17.863200,0.604100,0.567300,52,42
000625000,0.494300,0.065600,7,0.500000,6.082300,0.434400,6,0.059900,0.054200,0.040100,0.039400,0.008400,0.039200,0.012500,5.820300,0.003400,0.003000,0.000500,0.007600,6.126300,0.437600,0.079800,4.489000,6.126300,0.437600,11.566200,0.586000,0.575200,70,58
000627500,0.494300,0.027800,7,0.500000,6.610300,0.472200,8,0.022200,0.016500,0.005000,0.005500,0.001400,0.005400,0.003200,1.056500,-0.008800,-0.008700,-0.000200,-0.003000,5.077700,0.362700,0.077100,4.036500,5.077700,0.362700,4.912200,0.562700,0.596400,89,48
000630000,0.494300,0.000600,7,0.500000,6.991300,0.499400,7,-0.005000,-0.010700,-0.019400,-0.018800,-0.005500,-0.018800,-0.005400,-2.465900,-0.007400,-0.007900,0.000500,-0.012100,4.504200,0.321700,0.087700,3.531700,4.504200,0.321700,0.109100,0.581600,0.593900,100,43
000632500,0.494300,0.069900,7,0.500000,6.021700,0.430100,7,0.064200,0.058500,0.052300,0.052100,0.015400,0.051700,0.018200,8.219500,0.013400,0.013800,-0.000400,0.014800,3.951400,0.282200,0.094200,3.103300,3.951400,0.282200,12.330500,0.588900,0.599400,68,38
000635000,0.494300,0.039600,7,0.500000,6.445300,0.460400,7,0.034000,0.028300,0.014700,0.015600,0.003600,0.015500,0.008600,1.507600,-0.003400,-0.004100,0.000700,-0.002900,5.399200,0.385700,0.069600,4.391700,5.399200,0.385700,6.990900,0.563200,0.576000,83,51
000637500,0.494300,0.093100,7,0.500000,5.695900,0.406900,5,0.087500,0.081800,0.075700,0.073900,0.018700,0.073200,0.019600,9.912100,0.028300,0.027100,0.001200,0.016500,4.052900,0.289500,0.084200,3.086400,4.052900,0.289500,16.435900,0.608300,0.570800,56,39
000640000,0.494300,0.033100,7,0.500000,6.537000,0.466900,7,0.027400,0.021700,0.015200,0.015800,0.005200,0.015800,0.008000,1.527200,-0.004200,-0.005700,0.001600,-0.003500,3.998200,0.285600,0.086800,3.153000,3.998200,0.285600,5.835200,0.579600,0.594000,86,38
000642500,0.494300,0.077100,7,0.500000,5.920100,0.422900,5,0.071500,0.065800,0.055500,0.053900,0.012000,0.053100,0.011400,5.614800,0.022000,0.019300,0.002700,0.004600,4.888800,0.349200,0.075300,3.812600,4.888800,0.349200,13.611000,0.593700,0.565100,64,47
000645000,0.494300,0.041700,7,0.500000,6.416700,0.458300,6,0.036000,0.030300,0.015400,0.016400,0.003700,0.016500,0.014400,2.053700,-0.000900,-0.001800,0.000900,-0.001800,6.046800,0.431900,0.073400,4.635700,6.046800,0.431900,7.350900,0.577900,0.570000,82,58
000647500,0.494300,0.056200,7,0.500000,6.213300,0.443800,6,0.050500,0.044900,0.036300,0.035200,0.008800,0.034500,0.007900,4.196600,0.021100,0.020600,0.000500,0.003600,4.368500,0.312000,0.077700,3.514100,4.368500,0.312000,9.914500,0.583500,0.573400,75,42
000650000,0.494300,0.058000,7,0.500000,6.188200,0.442000,7,0.052300,0.046700,0.033300,0.033900,0.007800,0.033800,0.013000,3.551500,-0.006000,-0.006100,0.000100,0.002300,5.545800,0.396100,0.065000,4.360900,5.545800,0.396100,10.231800,0.559200,0.570800,74,53
000652500,0.494300,0.011900,7,0.500000,6.833000,0.488100,8,0.006300,0.000600,-0.007400,-0.006200,-0.001900,-0.006100,-0.001500,-0.999000,-0.015200,-0.015600,0.000400,-0.008400,4.195900,0.299700,0.081800,3.414900,4.195900,0.299700,2.104500,0.566300,0.602500,97,40
000655000,0.494300,0.060800,7,0.500000,6.148500,0.439200,6,0.055200,0.049500,0.036900,0.036000,0.007900,0.035500,0.009500,4.393100,0.004200,0.004000,0.000300,0.004200,5.520200,0.394300,0.071400,4.221900,5.520200,0.394300,10.731700,0.576300,0.567700,72,53
000657500,0.494300,0.009600,7,0.500000,6.866100,0.490400,8,0.003900,-0.001800,-0.016500,-0.015700,-0.003500,-0.015800,-0.004900,-1.673400,-0.012600,-0.013100,0.000500,-0.010100,5.815600,0.415400,0.068100,4.605900,5.815600,0.415400,1.687200,0.554100,0.586700,98,55
000660000,0.494300,0.073200,7,0.500000,5.974500,0.426800,5,0.067600,0.061900,0.052700,0.050500,0.011400,0.049600,0.011300,5.973500,0.014700,0.013800,0.000900,0.007200,4.846100,0.346100,0.074000,3.624000,4.846100,0.346100,12.924200,0.594400,0.562700,66,46
000662500,0.494300,0.025400,7,0.500000,6.644500,0.474600,7,0.019700,0.014100,0.007300,0.007400,0.002300,0.007200,0.003900,0.600800,0.001400,0.000100,0.001300,-0.005500,4.035300,0.288200,0.087800,3.199900,4.035300,0.288200,4.480600,0.580800,0.594800,90,38
000665000,0.494300,0.082000,7,0.500000,5.851400,0.418000,5,0.076400,0.070700,0.057400,0.056000,0.011500,0.055500,0.016100,7.583600,0.008500,0.008000,0.000500,0.011400,5.868600,0.419200,0.077100,4.348700,5.868600,0.419200,14.476700,0.599400,0.564800,62,56
000667500,0.494300,0.084700,7,0.500000,5.814000,0.415300,5,0.079000,0.073400,0.066600,0.064100,0.015000,0.063000,0.014000,9.174000,0.029000,0.027900,0.001100,0.015100,4.141300,0.295800,0.089800,3.205100,4.141300,0.295800,14.947700,0.616300,0.575100,60,39
000670000,0.494300,0.052900,7,0.500000,6.258900,0.447100,6,0.047300,0.041600,0.033000,0.031700,0.007900,0.031000,0.006300,4.439900,0.021000,0.020100,0.000900,0.004100,4.461100,0.318700,0.087800,3.523600,4.461100,0.318700,9.341000,0.594800,0.582500,76,42
000672500,0.494300,0.008900,7,0.500000,6.874900,0.491100,8,0.003300,-0.002400,-0.009800,-0.008900,-0.002800,-0.008900,-0.002800,-1.617800,-0.017700,-0.018500,0.000800,-0.010300,4.103700,0.293100,0.078800,3.306900,4.103700,0.293100,1.577000,0.563300,0.599500,98,39
000675000,0.494300,0.066300,7,0.500000,6.072100,0.433700,6,0.060600,0.054900,0.048200,0.047800,0.013700,0.047400,0.014800,6.076000,0.017000,0.015800,0.001200,0.007600,4.054600,0.289600,0.085200,3.187300,4.054600,0.289600,11.694100,0.591400,0.580500,70,39
000677500,0.494300,0.064500,7,0.500000,6.097400,0.435500,5,0.058800,0.053100,0.044800,0.044200,0.011700,0.043800,0.013900,6.204100,0.016700,0.015700,0.001100,0.008100,4.485300,0.320400,0.088100,3.462900,4.485300,0.320400,11.376200,0.613900,0.573800,71,43
000680000,0.494300,0.076600,7,0.500000,5.928000,0.423400,5,0.070900,0.065200,0.052100,0.050700,0.010500,0.050100,0.013300,6.435100,0.010700,0.010300,0.000400,0.008800,5.755100,0.411100,0.073500,4.311200,5.755100,0.411100,13.510900,0.594500,0.561900,65,55
000682500,0.494300,0.070200,7,0.500000,6.016800,0.429800,5,0.064600,0.058900,0.053400,0.052400,0.015000,0.051800,0.016100,7.409000,0.011400,0.011900,-0.000500,0.012500,3.884000,0.277400,0.084700,2.968100,3.884000,0.277400,12.391400,0.611400,0.569900,68,37
000685000,0.494300,0.014800,7,0.500000,6.793200,0.485200,7,0.009100,0.003400,-0.000600,-0.000000,-0.000000,-0.000200,-0.002100,-0.295900,-0.004200,-0.004100,-0.000000,-0.006400,3.153400,0.225200,0.089000,2.713800,3.153400,0.225200,2.606200,0.583300,0.594600,95,30
000687500,0.494300,0.053000,7,0.500000,6.257700,0.447000,5,0.047400,0.041700,0.034900,0.033700,0.009100,0.033100,0.009000,4.775700,0.008600,0.009300,-0.000700,0.006300,4.190100,0.299300,0.081000,3.201200,4.190100,0.299300,9.356000,0.606400,0.566900,76,40
000690000,0.494300,0.018100,7,0.500000,6.746000,0.481900,7,0.012500,0.006800,-0.008400,-0.008100,-0.001800,-0.008200,-0.002900,-0.270700,-0.004400,-0.004000,-0.000400,-0.005900,6.168300,0.440600,0.069200,4.686100,6.168300,0.440600,3.200800,0.564000,0.574500,94,59
000692500,0.494300,0.110400,7,0.500000,5.454100,0.389600,5,0.104800,0.099100,0.088200,0.085800,0.017200,0.084800,0.022100,11.243500,0.029600,0.028600,0.000900,0.019100,5.188600,0.370600,0.077900,3.912200,5.188600,0.370600,19.483300,0.599800,0.565700,48,49
000695000,0.494300,0.085600,7,0.500000,5.801400,0.414400,6,0.079900,0.074300,0.068600,0.066700,0.017000,0.065900,0.015800,8.627400,0.028700,0.027500,0.001100,0.013500,3.939400,0.281400,0.082400,2.995800,3.939400,0.281400,15.106900,0.588200,0.578000,60,38
000697500,0.494300,0.065100,7,0.500000,6.089200,0.434900,6,0.059400,0.053700,0.048400,0.047100,0.013100,0.046400,0.011300,5.709200,0.024400,0.023800,0.000600,0.007100,3.736000,0.266900,0.080600,2.943800,3.736000,0.266900,11.478600,0.586700,0.576100,70,36
000700000,0.494300,0.119900,7,0.500000,5.321800,0.380100,5,0.114200,0.108500,0.100200,0.098000,0.021500,0.097100,0.028800,14.557500,0.031000,0.030200,0.000800,0.027800,4.565600,0.326100,0.087900,3.477800,4.565600,0.326100,21.150500,0.614100,0.573400,43,43
000702500,0.494300,0.075000,7,0.500000,5.949300,0.425000,5,0.069400,0.063700,0.050500,0.049500,0.010400,0.049000,0.014600,6.568700,0.004400,0.004200,0.000200,0.009300,5.684600,0.406000,0.074600,4.334500,5.684600,0.406000,13.242000,0.596300,0.562600,65,54
000705000,0.494300,0.066800,7,0.500000,6.064600,0.433200,6,0.061100,0.055500,0.043600,0.043100,0.009900,0.042700,0.015000,5.989000,0.018600,0.018500,0.000100,0.008300,5.209500,0.372100,0.080600,4.089600,5.209500,0.372100,11.788700,0.587300,0.575500,69,50
000707500,0.494300,0.081000,7,0.500000,5.866300,0.419000,5,0.075300,0.069600,0.054600,0.054000,0.011000,0.053700,0.016900,5.849400,0.007600,0.005100,0.002500,0.005200,6.275800,0.448300,0.071200,4.662500,6.275800,0.448300,14.289100,0.588200,0.561700,62,60
000710000,0.494300,-0.013400,7,0.500000,7.187700,0.513400,8,-0.019100,-0.024700,-0.028300,-0.027100,-0.010700,-0.027100,-0.007000,-4.308900,-0.017800,-0.018000,0.000200,-0.016400,3.078200,0.219900,0.092200,2.625300,3.078200,0.219900,-2.366300,0.575600,0.614400,93,29
000712500,0.494300,0.119400,7,0.500000,5.328600,0.380600,4,0.113700,0.108100,0.103500,0.100700,0.024300,0.099700,0.027800,15.600600,0.024900,0.024700,0.000200,0.031500,3.827900,0.273400,0.091600,2.808700,3.827900,0.273400,21.065900,0.650000,0.568200,43,36
000715000,0.494300,0.042900,7,0.500000,6.398900,0.457100,6,0.037300,0.031600,0.016300,0.016200,0.003300,0.015800,0.004100,1.293400,0.004400,0.003700,0.000700,-0.003500,5.973700,0.426700,0.061200,4.700200,5.973700,0.426700,7.575400,0.563900,0.559200,81,57
