map,estimated_vote_pct,pr_deviation,pr_seats,pr_pct,estimated_seats,estimated_seat_pct,fptp_seats,disproportionality,efficiency_gap,gamma,seats_bias,votes_bias,geometric_seats_bias,global_symmetry,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_districts,competitive_district_pct,average_margin,responsiveness,responsive_districts,responsive_district_pct,overall_responsiveness,avg_dem_win_pct,avg_rep_win_pct,proportionality,competitiveness
000000025,0.494300,0.110200,7,0.500000,5.457600,0.389800,4,0.104500,0.098800,0.090100,0.086300,0.016700,0.084800,0.017500,9.997600,0.030200,0.028700,0.001500,0.015400,4.645300,0.331800,0.072600,3.539600,4.645300,0.331800,19.439000,0.614600,0.555900,48,44
000000026,0.494300,0.111500,7,0.500000,5.438400,0.388500,4,0.105900,0.100200,0.091700,0.088000,0.017200,0.086500,0.018300,10.456500,0.030200,0.028800,0.001300,0.016700,4.579200,0.327100,0.073600,3.492900,4.579200,0.327100,19.681800,0.616600,0.556400,47,44
000000027,0.494300,0.110700,7,0.500000,5.450100,0.389300,4,0.105000,0.099400,0.090800,0.087000,0.017000,0.085600,0.018200,10.384700,0.029500,0.028400,0.001200,0.016700,4.611200,0.329400,0.073500,3.514400,4.611200,0.329400,19.533900,0.616600,0.556200,47,44
000000028,0.494300,0.111400,7,0.500000,5.440100,0.388600,4,0.105800,0.100100,0.091600,0.087900,0.017200,0.086500,0.018500,10.482800,0.029500,0.028300,0.001200,0.016800,4.576700,0.326900,0.073500,3.489900,4.576700,0.326900,19.660400,0.616600,0.556200,47,44
000000029,0.494300,0.064500,7,0.500000,6.097600,0.435500,5,0.058800,0.053100,0.047800,0.045400,0.011700,0.044400,0.007900,5.603700,0.029500,0.028200,0.001300,0.006300,3.737300,0.266900,0.084000,2.944100,3.737300,0.266900,11.373300,0.607700,0.570800,71,36
000000030,0.494300,0.075100,7,0.500000,5.948900,0.424900,5,0.069400,0.063700,0.060600,0.058400,0.016200,0.057400,0.013200,8.318200,0.035700,0.035400,0.000400,0.014000,3.209800,0.229300,0.090800,2.548400,3.209800,0.229300,13.247900,0.618600,0.575300,65,31
000000031,0.494300,0.075100,7,0.500000,5.948900,0.424900,5,0.069400,0.063700,0.060600,0.058400,0.016200,0.057400,0.013200,8.318200,0.035700,0.035400,0.000400,0.014000,3.209800,0.229300,0.090800,2.548400,3.209800,0.229300,13.247900,0.618600,0.575300,65,31
000000032,0.494300,0.075100,7,0.500000,5.948600,0.424900,5,0.069400,0.063800,0.060700,0.058400,0.016200,0.057400,0.013200,8.320500,0.035700,0.035400,0.000400,0.014000,3.208600,0.229200,0.090800,2.547400,3.208600,0.229200,13.251800,0.618600,0.575300,65,31
000000033,0.494300,0.066900,7,0.500000,6.063200,0.433100,5,0.061300,0.055600,0.050500,0.048800,0.013200,0.047900,0.011300,6.805800,0.025900,0.025500,0.000400,0.010200,3.663700,0.261700,0.088000,2.894500,3.663700,0.261700,11.807500,0.614600,0.573100,69,35
000000034,0.494300,0.067000,7,0.500000,6.061700,0.433000,5,0.061400,0.055700,0.050600,0.048800,0.013300,0.048000,0.011500,6.885000,0.025900,0.025700,0.000300,0.010600,3.669500,0.262100,0.088100,2.903300,3.669500,0.262100,11.825900,0.615000,0.573100,69,35
