GEOID,DISTRICT
370210001.1,4
370210053.1,4
370210068.1,4
370210022.2,4
370210027.2,4
370210058.1,4
370210059.1,4
37191000004,3
37191000026,3
37191002530,3
3706100CALY,6
37191000028,3
37191000002,3
370210066.1,4
37143BETHEL,8
370210044.1,4
370210024.1,4
370210048.1,4
370210038.3,4
370210036.1,4
37111FORT-1,4
37111FORT-2,4
370210060.2,4
37035000019,10
37035000006,10
37035000002,10
370230029-B,10
370230029-A,10
3710900NB35,10
37035000030,10
37035000014,10
37035000032,10
37035000001,10
370210002.1,4
37035000017,10
37035000026,10
37035000024,10
37023000012,10
37023000013,10
37023000015,10
371350000SM,2
371350000CP,2
37063000044,2
371350000HE,2
37135000ENO,2
37063000045,2
37063000050,2
37153000004,11
370210011.1,4
370210045.1,4
370210039.2,4
370210039.3,4
370210037.1,4
370210003.1,4
370210054.2,4
370210018.2,4
370890000FL,4
370210052.1,4
37035000016,10
37035000029,10
37035000012,10
37035000023,10
371050000D1,9
371050000D2,9
371050000C1,9
371050000C2,9
371350000WD,2
37135000WDS,2
37153000009,11
371050000E1,9
371050000E2,9
3708500PR23,9
3708500PR26,9
3708500PR24,9
3710100PR14,9
3708500PR25,9
3708500PR29,9
370210047.1,4
37143PARKVI,8
37143NEW-HO,8
3706100WOLF,6
370210025.1,4
370210008.3,4
370210060.4,4
370210008.2,4
370210034.1,4
3706100MAGN,6
3716300ROWA,6
3716300INGO,6
3706100BEUL,6
37107000PH2,6
3706100KENA,6
37135000CS1,2
37153000008,11
37165006-89,11
37153000005,11
37165001-16,11
37155000019,11
3703100NPT2,8
3703100NPT1,8
3703100IBSP,8
3703100MHD2,8
3703100ABCH,8
3703100MHD1,8
3708500PR07,9
3706100WALL,6
3706100ROSE,6
3706100WARS,6
3716300TURK,6
3706100FAIS,6
3716300GIDD,6
3706100GLIS,6
37165000004,11
37165000003,11
37017000P80,11
37017000P45,6
3701700P202,11
37017000P55,6
3713300BC21,6
3713300ML23,8
37103000P07,8
3713300NR02,6
37143NICANO,8
37035000013,10
371350000NS,2
371350000WW,2
37019000016,6
370190004B2,6
3701900004A,6
37129000W03,6
37129000W26,6
37019000021,6
37019000007,6
37019000017,6
37019000019,6
37019000008,6
37019000020,6
37019000015,6
37153000002,11
37153000001,11
37153000013,11
37165002-25,11
371350000KM,2
37035000031,5
37035000008,10
371350000LC,2
37191000013,3
37191000007,3
37191000001,3
37191001920,3
37191000029,3
37191000012,3
37057000062,14
37057000066,14
37123000LIT,14
37055000KDH,8
370550000EL,8
3705500AVON,8
3705500KTHK,8
3705500SOSH,8
370210023.3,4
370210021.1,4
370210023.2,4
370210014.3,4
370210042.1,4
370210067.1,4
370210012.1,4
370210033.3,4
37119000202,12
37119000206,12
37119000201,1
37119000097,1
37119000114,1
37119000134,5
37119000087,1
371190223.1,5
37119000011,5
37119000019,1
37119000227,1
37119000208,5
370970DV1-B,5
370970DV2-B,12
371190139.1,1
37119000236,1
371350000GB,2
371350000OG,2
3700100009S,2
371350000WH,2
3713500000H,2
371350000EF,2
37153000010,11
371350000CW,2
37063000025,2
37063000026,2
3707700BERE,13
37069000013,3
37035000041,5
37035000020,10
37035000037,10
37035000003,10
37035000040,10
37035000035,10
37035000025,10
3710100PR09,3
371010PR29B,3
3710100PR13,9
3710100PR34,3
3710100PR08,3
3710100PR36,3
37083000HPR,8
3710100PR20,3
37183009-02,3
3710100PR35,9
3716300PLVW,9
3708500PR31,9
37119000237,12
371190204.1,12
37119000041,5
37119000081,5
37119000133,12
37119000054,5
37119000148,1
37119000062,1
3707700BTNR,13
3707700CORI,13
3707700SOOX,13
37173ALMOND,4
3707500EAST,4
37113000015,4
3707500STEC,4
37173000BC1,4
37173000BC2,4
37099000SDC,4
37099000QUA,4
370870000IH,4
37113000003,4
37113000007,4
371050000A1,9
371050000A2,9
3708500PR01,9
37051SL78-3,11
3708500PR08,9
3712700P02A,3
3712700P23A,3
3712700P17A,3
3712700P16A,3
3712700P04A,3
3712700P11A,3
3712700P14A,3
3712700P10A,3
3712700P03A,3
37153000006,11
37057000056,12
3708300ENF1,3
3712700P13A,3
371170000GN,8
370150000RX,8
370150000WD,8
370830BUTWD,3
37185000009,3
370830LIT-2,3
37185000001,3
37131LAKE-G,3
3708300RR-3,3
37083000RRC,3
37049000011,8
37049000007,8
37049000002,8
3703100STEL,8
37049000003,8
3704900VE14,8
37147000601,8
3712700P08A,3
3707700CRDL,13
3713300JA01,6
3713300BM08,6
371330NE22A,6
3713300VR15,6
3713300HU20,6
371330NE22B,6
3713300EN03,6
37035000034,10
3717300WHCH,4
3708500PR20,9
3705100LI65,9
3708500PR28,9
37183012-02,9
3708500PR32,9
37119000203,1
37119000216,1
37119000232,1
3710900IS23,5
37161000011,10
3716100006A,4
3714900CG05,4
37191000009,3
37191000015,6
37191000010,3
37191000024,3
3710100PR04,3
37057000058,7
37057000008,7
37057000020,7
37057000052,7
37057000016,7
37067000042,7
370210064.1,4
370210009.1,4
370210057.1,4
370210031.1,4
370210055.1,4
37119000224,5
37119000050,5
37119000069,1
37119000023,5
37119000063,1
37119000104,1
37119000229,5
37119000243,5
3712700P21A,3
3712700P19A,3
37037000018,2
37125000CAR,11
37037000020,9
371050000B1,9
37183006-10,9
37037MCH110,2
37037NWM117,2
371350000WC,2
37037000085,2
371510000SE,2
37037000030,2
37119000132,12
3716100005A,10
3710900LS12,10
3710900DW28,5
37161000028,4
37161000030,4
37161000013,10
3710900TA37,5
37057000054,14
371510000TB,14
37057000074,7
37057000048,7
37057000070,7
37123000CHE,12
3712700P20A,3
3712700P24A,3
3714900WO06,4
37161000018,4
3714900CL07,4
3714900SA04,4
370890000RR,4
37057000032,7
37057000004,7
37057000076,14
371510000TR,14
370830RR-10,3
37083WEL1-2,8
370830LIT-1,3
3704900DFB9,8
3704900CFB8,8
37147001001,8
3710700000C,8
37049000017,8
370490000N2,8
37037000015,2
37037000078,2
37037ESC114,2
37037000042,9
37037000006,2
37037000045,9
37099000GCK,4
37099000CUL,4
370210013.1,4
3714700800B,8
3714701512A,8
37119000022,5
37119000207,12
37119000242,5
37119000043,1
37119000136,1
37119000211,5
37119000241,12
37017000P65,6
37017000P10,11
37119000031,5
37119000088,1
37119000230,5
37119000205,12
37025001-04,12
37119000209,5
3710100PR22,3
37119000145,12
37119000239,12
37025002-09,12
37119000094,1
37119000141,12
37119000105,12
3714900CL08,4
37035000005,10
3714701513A,8
37119000213,5
37119000093,1
371750000CM,4
371750000BD,4
371750000WC,4
371750000PF,4
37147001501,8
371750000B4,4
371750000RE,4
37119000013,5
37119000026,5
37123000UWH,12
37123000PEE,12
37123000STA,14
37125000WEM,2
371230000T1,12
37123000CAN,11
37113000002,4
37113000014,4
37113000010,4
370210030.3,4
370210030.2,4
370890000NM,4
370210071.1,4
37147000301,8
37119000220,1
37119000058,5
37119000099,1
37119000233,1
37119000009,5
37119000140,1
37119000109,1
37155000002,11
3715500032A,11
37155000023,11
37155000022,11
37155000016,11
37017000P60,11
3701700P201,11
37047000P15,11
37119000231,1
37017000P25,11
37047000P18,11
37017000P40,6
3700300LRSL,10
3700300T2T3,10
37019000006,6
37019000022,6
37019000023,6
37099000SAV,4
37113000012,4
3704300SHCR,4
3703100BFT2,8
3703100EMIS,6
3713300SW19,6
3703100BFT1,8
3703100DASW,8
3703100BOGU,8
3704700P22A,11
3704700P20A,11
3704700P01A,6
37047000P24,11
3704700P26B,11
3704700P16B,6
37047000P09,11
37047000P08,11
37023000051,10
37009000009,10
37093000063,11
37093000061,11
37155000039,11
37185000010,3
371070000K6,8
3710700000W,8
37103000P06,6
37107000PH1,6
3703100CISL,8
3703100ATSL,8
370870000EF,4
3714500PNTH,2
3708700WS-2,4
37009000020,10
37009000014,10
37009000012,10
37009000011,10
37023000014,10
37023000036,10
37023000035,10
37023000065,10
370870000AC,4
37093000062,11
37119000016,5
37069000019,13
37069000009,3
37049000020,8
371370001RB,8
3704900TE13,8
37049000019,8
37049000021,8
370490000N4,8
37049000016,8
3719500PRWB,3
3719500PRWL,3
3719500PRTO,3
3719500PRWN,3
3719500PRWJ,3
3719500PRCR,3
3719500PRSP,3
3703100MCRK,8
3703100BCRK,8
3703100WILD,8
3703100CCCP,6
3703100MERR,8
37009000004,10
37009000015,10
3700500006A,10
37193000125,10
37017000P30,6
3704700P02B,6
37047000P14,6
3703100MASM,8
3700300S1S2,10
3719500PRWQ,3
3719500PRWI,3
3719500PRTA,3
3703100MHD4,8
3710900ST36,10
37035000009,10
3716100016A,4
37111M.COVE,4
3716100004A,10
3710900LI14,10
3710900SL24,10
37161000014,10
37161000029,10
37023000052,10
37023000001,10
37009000007,10
3708700CL-S,4
3708700CL-N,4
3714500ALVI,2
3714500CUCL,2
3714500WDSD,2
370870000BC,4
37093000012,11
37171000031,7
37171000019,7
37171000023,7
3719500PRBL,3
37023000031,10
37023000021,10
37023000024,10
3701700P501,11
3702700PR33,10
3702700PR25,10
37171000029,7
37017000P15,11
3713300RL09,6
37093000013,11
37155000010,11
37155000021,11
370510G9B-1,11
37155000008,11
37155000009,11
37037PIT113,2
37037000009,2
3714701508A,8
3714701508B,8
37119000137,1
37069000015,3
37069000003,13
37069000008,3
37069000005,3
37069000016,3
37069000001,3
3700300000E,10
371510000AW,14
371510000SO,14
371510000DR,14
371510000GR,14
371510000PR,14
371510000AE,14
371570000DR,2
37161000027,4
3702700PR32,10
3702700PR21,10
37023000066,10
3702700PR22,10
37111DYSART,10
3700300000W,10
37093000064,11
3702700PR34,10
3702700PR35,10
3702700PR14,10
3701300RVRD,8
371570000MS,14
3716100009A,4
3714900GC09,4
37037000075,9
37037000024,2
37009000006,10
37023000040,10
37023000022,10
37069000018,3
37069000011,3
3710100PR37,3
3710100PR07,3
37191000003,3
3710100PR25,3
3710100PR26,3
37165005-10,11
370130AUROR,8
370130WASH4,8
371170000R2,8
371170000BG,8
3701300TCRK,8
3701300OLDF,8
370130EDWAR,8
370130BELHV,8
371170000CR,8
37147000401,8
3714701504A,8
3714701504B,8
3714701505B,8
37171000030,7
37171000005,7
3713300FS16,6
3713300HR17,6
3713300MT24,6
3714100SC13,6
3714100UH08,6
3714100SP15,6
3719500PROL,3
3712700P01A,3
3719500PRWE,3
3719500PRWM,3
3719500PRGA,3
371010PR31A,9
371010PR10A,3
371010PR10B,3
371010PR11B,3
371010PR29A,3
371010PR27A,3
371010PR27B,3
3710100PR30,3
3703300LEAS,2
37119000146,5
37119000225,5
37119000151,12
37119000065,1
37099000SCC,4
37047000P07,11
37113000013,4
37093000002,11
3715500026A,11
371070000K2,8
371570000EC,14
371570000WS,14
371510000LC,14
371510000UG,14
371570000RC,14
37115MARS-H,4
37019000005,6
37019000001,6
370830000SN,8
37099000BCK,4
37119000135,5
37119000014,5
37119000098,5
37183016-06,9
37183017-13,3
37183017-12,3
37183017-04,3
37183004-11,9
3704900N3N5,8
37155000041,11
37155000014,11
37183001-11,13
37183004-20,9
37183010-04,3
37183020-15,9
37183020-17,9
37183020-14,9
37183020-16,9
37183001-20,13
37183019-13,13
37183019-14,13
37183019-15,13
37183019-05,13
370150000M2,8
371510000AR,14
3712700P15A,3
3712700P07A,3
37083000HAL,8
37071000014,5
37071000039,5
37057000028,7
37103000P05,8
37103000P01,8
3705500STPT,8
371390NORTH,8
37057000046,7
37057000082,7
3708100MON1,14
37081000G06,14
3713900EAST,8
37183001-45,13
37183001-40,13
37071000023,5
37023000011,10
370030000B1,10
3719700BNVL,7
3719700SKNB,7
3702700PR01,10
3702700PR18,10
37057000012,14
370510G9B-2,11
37051000G9A,11
370510G3A-1,11
370510G3A-2,11
37051000G8D,11
3705100CC12,11
3705100CC14,11
3705100CC07,11
3706100ALBE,6
37019000014,6
37019000013,6
3701900010A,6
3701900010B,6
37057000088,14
37081000H15,14
37057000018,7
37057000072,7
37057000060,14
37081000H22,14
37081NCLAY2,2
3708100JEF1,2
370810NWASH,2
37081000G35,14
37167000026,12
37081000G52,14
37001000127,2
3700100012N,2
37001000013,2
3700100006E,2
37001000063,2
3719903-EGY,4
37183010-03,3
37183004-05,13
37071000021,5
37003T1T4T5,10
37183017-11,13
37183001-50,13
